approximator,budget,error,seed
montecarlo,512.0,93.40672039605198,22
montecarlo,1024.0,54.6320172442413,22
montecarlo,2048.0,34.78925502901873,22
montecarlo,4096.0,23.01956909132256,22
montecarlo,8192.0,12.993040388775926,22
svarm,512.0,112.72838286775242,22
svarm,1024.0,39.63854161407852,22
svarm,2048.0,21.534196633258233,22
svarm,4096.0,13.818224637983425,22
svarm,8192.0,8.200810305629895,22
permutation,512.0,4.8346885944444224,22
permutation,1024.0,3.111706208839792,22
permutation,2048.0,1.6420353062677733,22
permutation,4096.0,0.8884033000997816,22
permutation,8192.0,0.5757600886373355,22
regression,512.0,3.0779372957201865,22
regression,1024.0,1.5966805233738384,22
regression,2048.0,0.8928706689372665,22
regression,4096.0,0.5501913670562472,22
regression,8192.0,0.31948631972637953,22
