approximator,budget,error,seed
montecarlo,512.0,92.06543259653341,15
montecarlo,1024.0,55.40358818886041,15
montecarlo,2048.0,35.131609655602034,15
montecarlo,4096.0,22.77574394737246,15
montecarlo,8192.0,13.112029054475691,15
svarm,512.0,111.92265022198174,15
svarm,1024.0,39.739706959421355,15
svarm,2048.0,21.54418284269571,15
svarm,4096.0,13.694432572451166,15
svarm,8192.0,8.15247960462333,15
permutation,512.0,4.856933028500465,15
permutation,1024.0,2.9206112144337153,15
permutation,2048.0,1.5289185639900482,15
permutation,4096.0,0.8510754006476708,15
permutation,8192.0,0.5532059470572783,15
regression,512.0,3.1317795385286704,15
regression,1024.0,1.5752328923070629,15
regression,2048.0,0.8910966463380138,15
regression,4096.0,0.5602945054558488,15
regression,8192.0,0.319268611153614,15
