approximator,budget,error,seed
montecarlo,512.0,53.356869126294214,19
montecarlo,1024.0,30.537284668396904,19
montecarlo,2048.0,19.219265110815737,19
montecarlo,4096.0,12.584590370191808,19
montecarlo,8192.0,7.00980116815016,19
svarm,512.0,67.03116208437802,19
svarm,1024.0,18.965214106303208,19
svarm,2048.0,9.167778027755674,19
svarm,4096.0,5.984828255792156,19
svarm,8192.0,3.567473284191575,19
permutation,512.0,1.083133429570557,19
permutation,1024.0,0.6322260987365371,19
permutation,2048.0,0.35723836649782237,19
permutation,4096.0,0.1514487267854283,19
permutation,8192.0,0.11801712651681555,19
regression,512.0,0.8276729051690497,19
regression,1024.0,0.397579314165827,19
regression,2048.0,0.2209663573032683,19
regression,4096.0,0.13407381151653056,19
regression,8192.0,0.0744738110540627,19
