approximator,budget,error,seed
montecarlo,512.0,246.1529876491958,3
montecarlo,1024.0,140.7204638176878,3
montecarlo,2048.0,89.8469795663248,3
montecarlo,4096.0,58.73331293051148,3
montecarlo,8192.0,33.073876695772555,3
svarm,512.0,315.5964776443878,3
svarm,1024.0,80.17676636936514,3
svarm,2048.0,39.36287117486396,3
svarm,4096.0,24.89288969634898,3
svarm,8192.0,14.847505229820921,3
permutation,512.0,2.622742011689522,3
permutation,1024.0,1.3807504629493108,3
permutation,2048.0,0.8105045766610848,3
permutation,4096.0,0.2569086358978281,3
permutation,8192.0,0.1637610006850513,3
regression,512.0,2.3893924466234653,3
regression,1024.0,1.034426740404893,3
regression,2048.0,0.5273587674222298,3
regression,4096.0,0.27210307532507555,3
regression,8192.0,0.14675673302759826,3
