approximator,budget,error,seed
montecarlo,512.0,93.52889063011644,4
montecarlo,1024.0,54.39209294294147,4
montecarlo,2048.0,35.43669019950012,4
montecarlo,4096.0,22.939776000138654,4
montecarlo,8192.0,13.011847174595962,4
svarm,512.0,113.76006320681184,4
svarm,1024.0,39.83484605466984,4
svarm,2048.0,21.380019530639462,4
svarm,4096.0,13.75563325044515,4
svarm,8192.0,8.135829852757887,4
permutation,512.0,4.967488704146575,4
permutation,1024.0,3.0209657575717648,4
permutation,2048.0,1.6894246629518261,4
permutation,4096.0,0.8414264731009694,4
permutation,8192.0,0.586886907571343,4
regression,512.0,3.045974803139215,4
regression,1024.0,1.596896875562953,4
regression,2048.0,0.9046070314159217,4
regression,4096.0,0.5522433956421093,4
regression,8192.0,0.31976507116307645,4
