approximator,budget,error,seed
montecarlo,32.0,11677.512641796344,0
montecarlo,64.0,5952.629352267431,0
montecarlo,128.0,3671.296461913147,0
montecarlo,256.0,2300.705479206115,0
montecarlo,512.0,1030.029437877369,0
svarm,32.0,3180.2092057758564,0
svarm,64.0,4559.046156211075,0
svarm,128.0,4245.909874905854,0
svarm,256.0,1888.8624242034357,0
svarm,512.0,510.80674370796356,0
permutation,32.0,926.9375843791097,0
permutation,64.0,1153.3705711659766,0
permutation,128.0,1165.8487977161085,0
permutation,256.0,1186.3586040591754,0
permutation,512.0,1196.7133147223292,0
regression,32.0,18404.908303662167,0
regression,64.0,910.638199979113,0
regression,128.0,242.41815778133332,0
regression,256.0,142.5699042589168,0
regression,512.0,105.00360128662865,0
