approximator,budget,error,seed
montecarlo,512.0,245.74003459426945,19
montecarlo,1024.0,141.22346001660893,19
montecarlo,2048.0,88.77515306783125,19
montecarlo,4096.0,58.57658196853169,19
montecarlo,8192.0,33.084700571677864,19
svarm,512.0,316.4325673319846,19
svarm,1024.0,81.95848836988871,19
svarm,2048.0,39.16224975025314,19
svarm,4096.0,24.43709000678225,19
svarm,8192.0,14.799119372829821,19
permutation,512.0,2.5192735854667387,19
permutation,1024.0,1.5301682599287187,19
permutation,2048.0,0.6767543449452923,19
permutation,4096.0,0.25989563026749085,19
permutation,8192.0,0.1784672733745265,19
regression,512.0,2.4392554998120164,19
regression,1024.0,1.0541898910645746,19
regression,2048.0,0.5088436323659491,19
regression,4096.0,0.2911146314958378,19
regression,8192.0,0.14254440363478776,19
