approximator,budget,error,seed
montecarlo,512.0,53.34412015497843,0
montecarlo,1024.0,30.587339314856077,0
montecarlo,2048.0,19.20191347283379,0
montecarlo,4096.0,12.609365343782747,0
montecarlo,8192.0,7.12356932586423,0
svarm,512.0,67.21543888326498,0
svarm,1024.0,18.307671469665163,0
svarm,2048.0,9.381075159997271,0
svarm,4096.0,5.819093041395756,0
svarm,8192.0,3.5798051994347486,0
permutation,512.0,0.9933561045225565,0
permutation,1024.0,0.5279217759668595,0
permutation,2048.0,0.3201551143660253,0
permutation,4096.0,0.1701410238439639,0
permutation,8192.0,0.1243414010549814,0
regression,512.0,0.8288765004644901,0
regression,1024.0,0.4359025299549838,0
regression,2048.0,0.2133750373470988,0
regression,4096.0,0.1304978226124956,0
regression,8192.0,0.0729243129410305,0
