approximator,budget,error,seed
montecarlo,512.0,94.03252541236263,19
montecarlo,1024.0,53.96015144361754,19
montecarlo,2048.0,35.3592578579726,19
montecarlo,4096.0,23.15170245077986,19
montecarlo,8192.0,13.044331677778068,19
svarm,512.0,113.81651657562135,19
svarm,1024.0,39.336678310426656,19
svarm,2048.0,21.389891010545412,19
svarm,4096.0,13.64216912575914,19
svarm,8192.0,8.165172744307629,19
permutation,512.0,4.967995956630057,19
permutation,1024.0,2.853171220533853,19
permutation,2048.0,1.650204397072127,19
permutation,4096.0,0.8819583095075901,19
permutation,8192.0,0.5989585387284797,19
regression,512.0,3.126568674038844,19
regression,1024.0,1.5953097863580912,19
regression,2048.0,0.8888514135509402,19
regression,4096.0,0.551445409436091,19
regression,8192.0,0.3239983292641061,19
