approximator,budget,error,seed
montecarlo,512.0,244.84255366107755,4
montecarlo,1024.0,139.67439081365376,4
montecarlo,2048.0,89.45842762954064,4
montecarlo,4096.0,58.76710606243578,4
montecarlo,8192.0,32.886932224908946,4
svarm,512.0,318.44497749821915,4
svarm,1024.0,81.6892179962592,4
svarm,2048.0,39.30986360950613,4
svarm,4096.0,24.776874092420844,4
svarm,8192.0,15.077504944530496,4
permutation,512.0,2.3397281790059585,4
permutation,1024.0,1.4828287244972174,4
permutation,2048.0,0.6246477130350481,4
permutation,4096.0,0.22748194983956244,4
permutation,8192.0,0.17333409034524047,4
regression,512.0,2.229229928685599,4
regression,1024.0,1.0739698316943922,4
regression,2048.0,0.5104115947777559,4
regression,4096.0,0.28805520052181777,4
regression,8192.0,0.1444350514948134,4
