approximator,budget,error,seed
montecarlo,512.0,53.407165515937635,10
montecarlo,1024.0,30.360997131934088,10
montecarlo,2048.0,19.152491324394486,10
montecarlo,4096.0,12.671126774274155,10
montecarlo,8192.0,7.069949253401892,10
svarm,512.0,67.19263003331746,10
svarm,1024.0,18.4745929689016,10
svarm,2048.0,9.187662468561054,10
svarm,4096.0,6.032594091861851,10
svarm,8192.0,3.5925836589533695,10
permutation,512.0,1.1367458188148705,10
permutation,1024.0,0.5971194130408376,10
permutation,2048.0,0.33033529562068165,10
permutation,4096.0,0.16475944027965406,10
permutation,8192.0,0.13003332213461538,10
regression,512.0,0.8491505053617813,10
regression,1024.0,0.43583565974419897,10
regression,2048.0,0.21648285662817052,10
regression,4096.0,0.12768055868395783,10
regression,8192.0,0.0728600934960509,10
