approximator,budget,error,seed
montecarlo,512.0,52.71314200559181,2
montecarlo,1024.0,30.84469516593877,2
montecarlo,2048.0,19.400309325376103,2
montecarlo,4096.0,12.645461503609816,2
montecarlo,8192.0,7.023340729952391,2
svarm,512.0,67.34559702055446,2
svarm,1024.0,18.78716714420205,2
svarm,2048.0,9.33030063987319,2
svarm,4096.0,5.975032140203178,2
svarm,8192.0,3.58940335568232,2
permutation,512.0,1.0492580549052795,2
permutation,1024.0,0.6464958488838455,2
permutation,2048.0,0.29818462711550153,2
permutation,4096.0,0.1774331692502582,2
permutation,8192.0,0.11777723731445428,2
regression,512.0,0.8995405581662347,2
regression,1024.0,0.39827543738451304,2
regression,2048.0,0.21198595745665508,2
regression,4096.0,0.13039221198836534,2
regression,8192.0,0.07334931214531944,2
