approximator,budget,error,seed
montecarlo,512.0,251.46482113915982,11
montecarlo,1024.0,142.07178233595965,11
montecarlo,2048.0,90.24049654760253,11
montecarlo,4096.0,59.22955951976648,11
montecarlo,8192.0,32.898497687389906,11
svarm,512.0,316.46389812838834,11
svarm,1024.0,81.55968388685578,11
svarm,2048.0,39.71466414124033,11
svarm,4096.0,24.81650227644531,11
svarm,8192.0,14.846010383270643,11
permutation,512.0,2.6212165603343704,11
permutation,1024.0,1.3300270568335595,11
permutation,2048.0,0.5345075617931818,11
permutation,4096.0,0.2604992342061336,11
permutation,8192.0,0.1726950683715982,11
regression,512.0,2.3329365003896285,11
regression,1024.0,1.0530609866199478,11
regression,2048.0,0.5121656735086162,11
regression,4096.0,0.28571404125103517,11
regression,8192.0,0.14549912720845584,11
