approximator,budget,error,seed
montecarlo,512.0,91.86615354073386,13
montecarlo,1024.0,54.94489908117896,13
montecarlo,2048.0,34.6799916396545,13
montecarlo,4096.0,22.702698211058053,13
montecarlo,8192.0,13.021713251284664,13
svarm,512.0,112.27880494921888,13
svarm,1024.0,39.161765884362666,13
svarm,2048.0,21.369396101689524,13
svarm,4096.0,13.758525973026579,13
svarm,8192.0,8.204674617406257,13
permutation,512.0,4.8404521850381546,13
permutation,1024.0,2.916343339207407,13
permutation,2048.0,1.617641920825138,13
permutation,4096.0,0.864901466302582,13
permutation,8192.0,0.5921254191017095,13
regression,512.0,3.0412124202181134,13
regression,1024.0,1.5920872166321445,13
regression,2048.0,0.905587783304879,13
regression,4096.0,0.5552688132295872,13
regression,8192.0,0.31676551852480644,13
