approximator,budget,error,seed
montecarlo,512.0,246.11549860760994,0
montecarlo,1024.0,139.02116299161736,0
montecarlo,2048.0,90.2985435076924,0
montecarlo,4096.0,58.12699048717494,0
montecarlo,8192.0,32.394404268088586,0
svarm,512.0,314.71872014495267,0
svarm,1024.0,82.23737984628147,0
svarm,2048.0,39.001684761655525,0
svarm,4096.0,24.90595401201628,0
svarm,8192.0,14.839199248717197,0
permutation,512.0,2.640208795606724,0
permutation,1024.0,1.0669385768196809,0
permutation,2048.0,0.5257828696200217,0
permutation,4096.0,0.2888547411768678,0
permutation,8192.0,0.19625810414019945,0
regression,512.0,2.253774175608232,0
regression,1024.0,1.0333594345916468,0
regression,2048.0,0.4930036482357396,0
regression,4096.0,0.28773755679576296,0
regression,8192.0,0.1444440525370395,0
