approximator,budget,error,seed
montecarlo,512.0,93.34423748492956,1
montecarlo,1024.0,54.894167830634565,1
montecarlo,2048.0,34.91237293174276,1
montecarlo,4096.0,23.049175186268407,1
montecarlo,8192.0,12.995839185375319,1
svarm,512.0,113.15397712806185,1
svarm,1024.0,38.94244124830704,1
svarm,2048.0,21.491620291103075,1
svarm,4096.0,13.684235283161442,1
svarm,8192.0,8.237994463904887,1
permutation,512.0,4.754021249629211,1
permutation,1024.0,3.0631193684028806,1
permutation,2048.0,1.5549912534890287,1
permutation,4096.0,0.8771118228500574,1
permutation,8192.0,0.599224334920308,1
regression,512.0,3.0420746459257666,1
regression,1024.0,1.585806015694203,1
regression,2048.0,0.8914257379363589,1
regression,4096.0,0.5576450943613537,1
regression,8192.0,0.3119211356225347,1
