approximator,budget,error,seed
montecarlo,512.0,53.56519925362476,4
montecarlo,1024.0,29.885864869592815,4
montecarlo,2048.0,19.304777711502425,4
montecarlo,4096.0,12.923941660243846,4
montecarlo,8192.0,7.052650000030245,4
svarm,512.0,67.54691444647894,4
svarm,1024.0,18.5889432959894,4
svarm,2048.0,9.415110359608885,4
svarm,4096.0,6.136434359859689,4
svarm,8192.0,3.602646388717525,4
permutation,512.0,1.0711279803976248,4
permutation,1024.0,0.6360940406275996,4
permutation,2048.0,0.285849866870736,4
permutation,4096.0,0.14003054004280657,4
permutation,8192.0,0.1148333159199623,4
regression,512.0,0.8354619244408866,4
regression,1024.0,0.4327211845655167,4
regression,2048.0,0.21811385325875013,4
regression,4096.0,0.12902394788302848,4
regression,8192.0,0.07626729799531627,4
