approximator,budget,error,seed
montecarlo,512.0,246.6324421881793,10
montecarlo,1024.0,139.37727797375302,10
montecarlo,2048.0,90.40419363740739,10
montecarlo,4096.0,58.57535712506456,10
montecarlo,8192.0,32.98973505984624,10
svarm,512.0,317.82282549406943,10
svarm,1024.0,81.05665233679609,10
svarm,2048.0,39.231778604658686,10
svarm,4096.0,24.592211595873536,10
svarm,8192.0,14.761710740707763,10
permutation,512.0,2.538913235347358,10
permutation,1024.0,1.3181944075570622,10
permutation,2048.0,0.5700191341537293,10
permutation,4096.0,0.26750747092751287,10
permutation,8192.0,0.18000069471307925,10
regression,512.0,2.2379470422855636,10
regression,1024.0,1.049966130314023,10
regression,2048.0,0.5090279062227603,10
regression,4096.0,0.28223780446871966,10
regression,8192.0,0.15355075662834425,10
