approximator,budget,error,seed
montecarlo,512.0,93.05907962531958,21
montecarlo,1024.0,54.99686645441988,21
montecarlo,2048.0,34.986787887079814,21
montecarlo,4096.0,23.088987855127577,21
montecarlo,8192.0,13.020542464618591,21
svarm,512.0,112.09010871135413,21
svarm,1024.0,39.31930819750561,21
svarm,2048.0,21.470038569747295,21
svarm,4096.0,13.671238067171265,21
svarm,8192.0,8.13130969145767,21
permutation,512.0,4.783167309720931,21
permutation,1024.0,3.0600181626639094,21
permutation,2048.0,1.551285632111693,21
permutation,4096.0,0.9132967847851996,21
permutation,8192.0,0.5590543076338031,21
regression,512.0,3.03527819112984,21
regression,1024.0,1.5894323140430344,21
regression,2048.0,0.8985394669130753,21
regression,4096.0,0.563310508611492,21
regression,8192.0,0.3166637406359599,21
