approximator,budget,error,seed
montecarlo,512.0,248.05713609781338,22
montecarlo,1024.0,142.0961282082587,22
montecarlo,2048.0,88.67248301108309,22
montecarlo,4096.0,58.35078145260783,22
montecarlo,8192.0,32.67014080972611,22
svarm,512.0,316.5622164861967,22
svarm,1024.0,81.232656055986,22
svarm,2048.0,38.812559755784676,22
svarm,4096.0,25.128261337286325,22
svarm,8192.0,14.903344695681778,22
permutation,512.0,2.271571507792796,22
permutation,1024.0,1.5429646060746605,22
permutation,2048.0,0.5645116166380214,22
permutation,4096.0,0.258686818880624,22
permutation,8192.0,0.17874841954640705,22
regression,512.0,2.3617475858896015,22
regression,1024.0,1.0674225931011296,22
regression,2048.0,0.5376373186880725,22
regression,4096.0,0.28995243170472357,22
regression,8192.0,0.1503917682458547,22
