approximator,budget,error,seed
montecarlo,512.0,53.25113565373949,25
montecarlo,1024.0,30.493596084655692,25
montecarlo,2048.0,19.703138755360314,25
montecarlo,4096.0,12.803589843852466,25
montecarlo,8192.0,7.090749718641992,25
svarm,512.0,67.48310689001013,25
svarm,1024.0,18.53332908077124,25
svarm,2048.0,9.356808049079783,25
svarm,4096.0,6.0071884872160055,25
svarm,8192.0,3.5314221513858235,25
permutation,512.0,1.111424620321981,25
permutation,1024.0,0.5581710821619406,25
permutation,2048.0,0.33280322790353406,25
permutation,4096.0,0.15560528638707632,25
permutation,8192.0,0.11355888478075875,25
regression,512.0,0.9575085350150574,25
regression,1024.0,0.42151214908307505,25
regression,2048.0,0.21380373879720133,25
regression,4096.0,0.13305781664333335,25
regression,8192.0,0.07336640392793864,25
