approximator,budget,error,seed
montecarlo,512.0,246.19840090419672,15
montecarlo,1024.0,141.55401930376988,15
montecarlo,2048.0,89.55387648854827,15
montecarlo,4096.0,58.62299874094801,15
montecarlo,8192.0,32.70034930789276,15
svarm,512.0,316.6817104862917,15
svarm,1024.0,80.53815989026157,15
svarm,2048.0,38.88999680718342,15
svarm,4096.0,24.965336992817342,15
svarm,8192.0,14.934326508069434,15
permutation,512.0,2.6894009743789424,15
permutation,1024.0,1.4144282379575288,15
permutation,2048.0,0.5988502149914521,15
permutation,4096.0,0.24514732399797176,15
permutation,8192.0,0.17901801411821075,15
regression,512.0,2.4152016350180556,15
regression,1024.0,1.090465106263532,15
regression,2048.0,0.546941042891377,15
regression,4096.0,0.2869962930898161,15
regression,8192.0,0.1561505824514713,15
